company_location,company_name,expected_salary,hiring_number,job_description,job_title,job_url,time_posted
Lagos,First Excelsia Professional Services,,,"The suitable candidate would learn the essential processes of quality customer service and swift customer engagement and be exposed to creative things in the industry.
This is a learning experience with a team of passionate and energetic people who would make learning fun and interesting while working
.

Job Description
Resolve product or service problems by clarifying client/customer complaints, determining the cause of the problem, selecting and explaining the best solution, expediting corrections or adjustments, and following up to ensure resolution.
Prepare product or service reports by collecting and analysing client/customer information.
Contribute to team effort by accomplishing related results.
Provide support for efficient customer service processes
Carry out other tasks (s) as assigned

Person Specification
B.Sc / HND in Business Administration or a similar field.
Good communication and interpersonal skills.
Time management skills.

Method of Application
Interested and qualified candidates should send their CV to: jobs@firstexcelsia.com using ""Customer Care Intern"" as the subject of the email.",Customer Care Intern Recruitment at First Excelsia Professional Services,https://ng.indeed.com/viewjob?jk=dbf930eab9e421db&from=serp&vjs=3,Posted 7 days ago
Lagos,DriveMe Fleet Services,,,"Accounts Intern
DriveMe Fleet Services
Accounting, Auditing &amp; Finance
DriveMe Fleet Services
Accounting, Auditing &amp; Finance
Lagos |Internship &amp; Graduate
Shipping &amp; Logistics |
NGN Less than 75,000
1mo

Job Summary

The Accounts Intern will work with the Accounting team to compile and analyze data, track information, and support the company and clients.

Minimum Qualification: HND
Experience Level: Volunteer, internship
Experience Length: 1 year
Job Description/Requirements

Responsibilities:
Assist with research, filing, and data entry
Record and maintain accurate and complete financial records.
Prepare financial reports, such as balance sheets and income statements, invoices, and other documents.
Handle sensitive or confidential information with honesty and integrity.
Take on additional tasks or projects to learn more about accounting and office operations.
Requirements:
Either an HND or BSc in Accounting/Finance
Excellent use of Microsoft Office Tools

Excellent communication skills
Possess an understanding of accounting and financial principles
Must be trustworthy and open to feedback
Must be willing to learn
1 - 2 years of experience
Remuneration:NGN 50,000
Location: Lekki, Lagos",Accounts Intern,https://ng.indeed.com/viewjob?jk=c9b7e2a5e5f23560&from=serp&vjs=3,Posted 30+ days ago
Lagos,Main One,,,"JOB DETAILS

Job Title: Field Technical Support Intern
Department: Technical
Location: Lagos
Job Type: Permanent
Minimum years of Experience: 1
Responsibilities
The Field Technical Support Intern will be responsible for installation, second line network troubleshooting, restoration, and fault management support on the elements and components of the Main One network and assist clients in solving complex technical issues.

Other responsibilities include:

Responsible for surveys at customer location and preparing the BOQs thereof
Responsible for supervising ongoing customer connection OFC deployment and conducting handover to the Ops team
Responsible for the documentation of all after build and as-built information and reports
Responsible for installation and configuration of customer premise equipment (CPE).
Maintain and ensure full compliance with all Main One’s field support processes and procedures
Ensure safe decommissioning of equipment and making them fit for reuse.
Confer with customers in initial deployment troubleshooting, as well as in the initial debugging of new hardware and software.
Report site(s) conditions to the network operating centre.
Interpret survey reports (SRs) to effectively carry out onsite/installation activities.
Prepare sketches or follow blueprints to determine the location of wiring and equipment and to ensure conformance to building and safety codes.
Supervise vendors with onsite installations, to ensure that it conforms with MainOne quality standards.
Responsible for structure cabling, PATs, and onsite installations supervision to ensure that standards and quality are maintained all times.
Carry out survey, desktop/onsite and provide survey reports in clear terms with minimal supervision.
Accurate auditing, recording, and management of company assets deployed at clients' site
Follow up with all activities to ensure that no issue arises from our deliverables at the customer’s premises while maintaining excellent customer delivery at every point
Troubleshoot onsite issues in a timely manner.
Ensure all customer SLAs are met.
Qualifications, Skills &amp; Competencies
B.Sc. or HND in Engineering any other related discipline.
Certifications in HSE will be an added advantage.
Certifications in CCNA will be an added advantage
A good understanding of Ethernet and wireless networks
Previous experience working in Wireless and Wired technology (UBIQUITY, Ruckus etc.)
Must have a high level of computer literacy to be able to configure PC IP settings, use basic IP testing and be competent in the use of Microsoft Office products (Outlook, Excel, Word)
Ability to interpret topography, network design maps, and AutoCAD Designs
Good experience in power management/ first level Power handling (DC and AC)
Good stakeholder management (Vendor, Internal management)
knowledge of structured ethernet cabling standards and good cable management

Demands of the Job
This role requires stamina and a lot of long hours
Ability to multitask, prioritize faults and respond or escalate accordingly
Ability to communicate with customers in a clear and concise manner.
Must be able to work comfortably at heights with total regard for safety and good work ethics.
Might be required to work late hours and during weekends",Field Technical Support Intern,https://ng.indeed.com/viewjob?jk=65fd4617c4ce53e7&from=serp&vjs=3,Posted 30+ days ago
Lagos,Oyagbola Chambers,"#30,000 - #50,000 a month",10+,"Are you a young graduate of Law?Do you have an LLB 2.1 and BL?Are you passionate about the law, highly motivated, and self-driven to make a difference in the legal profession as a legal Practitioner?Are you looking for an opportunity to hone your skills and advance your career in legal practice?Our firm is looking for committed and self- driven interns who can accomplish the following tasks:Carry out a variety of legal assignments with guidance and supervision from counsel in ChambersConducting accurate research on assigned tasks, referencing existing files, legislation, regulations, case law and textbooks. Also using alternative sources (e.g., computer-assisted searches using the internet and/or other databases), analysing information, and summarizing findings.Conducting comparative legal analyses on a range of issues in a given area, identifying legal and policy issues, researching relevant precedents, and proposing appropriate solutions.Participating in task/project teams with the supervising counselAssisting in the preparation and organization of conferences and meetings.Performing ad hoc assignments as requested by the supervising counselJob Types: Full-time, InternshipSalary: ₦30,000.00 - ₦50,000.00 per month",NYSC Intern,https://ng.indeed.com/job-description?cmp=Oyagbola-Chambers&t=Nysc+Intern&jk=bade6196c42c9b2f&vjs=3,Posted 30+ days ago
Lagos,TreNova Limited,,,"Survey Intern
TreNova Limited
Research, Teaching &amp; Training
TreNova Limited
Research, Teaching &amp; Training
Lagos |Internship &amp; Graduate
Education |
NGN Less than 75,000 |
Plus Commission
2w

Job Summary

TreNova Group is seeking experienced Survey Interns to join its growing team. The individual should be comfortable with visiting private schools in Lagos to conduct surveys on behalf of the company.

Minimum Qualification: OND
Experience Level: Entry level
Experience Length: 1 year
Job Description/Requirements

Responsibilities:
Commune from office to private schools in Lagos to apply survey questionnaire or able to apply survey questionnaire through digital marketing channels.
Meet the monthly survey quota.
Contact new and existing customers to carry out surveys in person.
Actively seek out new survey opportunities through digital channels or through cold calling, customer-facing, and networking
Requirements:
Minimum Qualification: NCE/OND/Fresh Graduates without Experience OR Digital Marketing Skills

Experience Length: Minimum of 1-year of experience
Other Requirements:
Excellent written &amp; oral communications skills.
Excellent customer-facing skills.
Good negotiation and problem-solving skills.
Excellent interpersonal skills
Self-motivated with a results-driven approach.
Fast learner and passion for success.
Skills:
To succeed in this job, the candidate must possess the following abilities:
Excellent Communication Skills: Should be able to pass the intention of the research activity across clearly and in an easy to understand way.
Excellent customer facing skills OR Excellent Digital Marketing Skills: should be able to face respondents confidently or use digital channels effectively, apply all the questions listed on the questionnaire and record the response comprehensively.
Very good at overcoming objections: should be able to anticipate and provide convincing answers to all the concerns that are capable of stopping the respondent from completing the survey questionnaire.
Good customer relationship management skills: should be able to build rapport with customers and gain their cooperation.
Remuneration Information:
Monthly Basic Salary: NGN 50,000
Performance Bonus: Up to NGN 100 per survey successfully completed.
This position requires the staff to resume at our office at Ikeja, Lagos, each day. From Monday to Friday- Therefore, the applicant must be a resident of Lagos.
This job is research work that requires field activity or digital marketing skills. Hence the candidate must be comfortable with commuting from the office to various schools within Lagos or very good at digital marketing.",Survey Intern,https://ng.indeed.com/viewjob?jk=17d612e4a95380d5&from=serp&vjs=3,Posted 16 days ago
Lagos,Financial Trust Company Nigeria Ltd,,,"Business Development Intern
Financial Trust Company Nigeria Ltd
Management &amp; Business Development
Financial Trust Company Nigeria Ltd
Management &amp; Business Development
Lagos |Full Time
Banking, Finance &amp; Insurance |
NGN Less than 75,000
1mo

Job Summary

Business Development Intern is responsible for researching and pursuing new business leads for the growth of the business on investment. The role involves active coordination across teams and demands exceptional interpersonal skills. The intern/executive is expected to work on new business proposals and presentations which are a persuasive representation of an organization’s products/services such as Stocks/Equities, Bonds/Fixed Income Instruments.

Minimum Qualification: Degree
Experience Level: Volunteer, internship
Experience Length: No Experience/Less than 1 year
Job Description/Requirements

Responsibilities:
Assist the organization's sales and growth efforts by contributing to new customer acquisition.
Provide ideas to attract new clients and keep the senior management updated about marketplace and competitor activity.
Identify and develop new business opportunities with client contacts.
Generate and keep prospective client database updated
Make cold calls for new business leads
Support in writing new business proposals
Maintain high knowledge of all product and service offerings of the company
Arrange meetings for senior management with prospective clients
Act as Information management about complex client issues and resolutions.
Maintain a client-focused working environment for the team.
Utilize effective problem solving and time management skills in client service operations.
Assist in risk sssessment and Mitigation activities of the clients.
Develop process improvements to enhance service efficiency and effectiveness.
Provide support in new product development and enhancement activities of the company’s products.
Remuneration: NGN 50,000 - 60,000",Business Development Intern,https://ng.indeed.com/viewjob?jk=026e38058667c138&from=serp&vjs=3,Posted 30+ days ago
Lagos,mPharma,,,"At mPharma, we start and end our day thinking about how we can enable patients to afford their medications. We’re a small but growing team of 300+ members, headquartered in Accra, Ghana, backed by mission-driven investors. We’ve joined hands with third-party payers, drug manufacturers, and healthcare providers to develop products and services that directly reduce the costs of prescription drugs for patients. In only a few years, we’ve managed to provide low-cost, high-quality medicines to hundreds of thousands of patients across nine African countries (Ghana, Nigeria, Zambia, Zimbabwe, Kenya, Malawi, Rwanda, Ethiopia, and Uganda).

Position Description

mPharma is looking for a responsible and trustworthy professional with exceptionally high work standards to join our team as a Retail Operations intern. This role entails the day-to-day management of the QRx Pharmacies.

Key Responsibilities

Responsible for ensuring that the pharmacies are following the guidelines in the Franchise Manual.
Provide weekly business updates and performance of assigned Pharmacies.
Undertake monthly business review meetings with Pharmacy Services Associate on business performance and institute performance improvement strategies where necessary.
Support with maintaining and managing inventory, ordering new supplies when necessary, keeping inventory areas organized, follow up on orders placed with SCM, fulfillment, and delivery.
Coordinate with the Mutti team and provide support in the deployment of health screenings, Community Health, Telemedicine consultation, and all other Patient-related programs that offer value to the Mutti ecosystem.
Support the day-to-day seamless operations at QualityRx facilities and ensure that the pharmacy owners receive the right support.
Tracking of outliers from facility’s order request to inform formulary additions
Tracking of revenue (weekly and monthly) and cash deposits
Monitor quantities ordered and match it with pharmacy consumption to inform demand forecast, supply.
Liaising with tech/product to provide support on the use of BLOOM and Ordering app.
Support facility on changes in operations – e.g. price changes, the addition of new drugs, billing cycles, etc.
Coordinate with SCM to manage expiries and its withdrawal.

Our Ideal Candidate

An entrepreneurial spirit with a passion for mPharma’s mission to increase the accessibility and affordability of high-quality medicines
A strong work ethic and proactive “can do” attitude which requires minimal supervision
Fluent English with excellent writing, verbal, analytical, and organizational skills
Proficient in Microsoft Office Suite, specifically Excel
Strong interpersonal skills to network with new people and develop business relationships with a wide variety of stakeholders
A self-starter who can multitask while consistently producing high-quality deliverables for a diverse set of concurrent initiative

Qualifications

Bachelor’s degree in Pharmacy / PharmD
A licensed Pharmacist with not less than 6 months of experience

Duration

 6 months internship

Admin

This position reports to the Head of Retail Operations",Retail Operations Intern,https://ng.indeed.com/viewjob?jk=c553fe1c6f3d8dd2&from=serp&vjs=3,Posted 30+ days ago
Lagos,PG Consulting,,,"PG Consulting Limited is a recruitment, training and business consulting firm. We provide our clients - businesses and corporate organizations - across different industries with superior human capital, high-quality training and cutting-edge consulting to help them drive organizational growth, multiply staff productivity, gain appropriate market positioning and maximise profit.
Over the course of almost 20 years of our existence, we have serviced various organizations, many of which are strong indigenous brands operating with global standards.
We are most inclined to build strong brands and support business growth across industries. Our preference is to work with our clients as partners on an ongoing basis towards making their organizations internally effective and more profitable. As we grow into the future, the sustaining core of our operations is working with you, all the way, from People to Profit

.
We are recruiting to fill the position below:

Job Position: Intern
Job Locations: Surulere and Lekki, Lagos
Employment Type: Internship
Job Description
To further strengthen our team to deliver the world-class services to our growing clientele, we seek to hire Interns in the following area of study:
Information Technology
Accounting
Human Resources

Requirements
A Bachelor's Degree
0 - 3 years of work experience.
Above all, proximity to office location is of ultimate advantage
Must have completed NYSC.

Method of Application
Interested and qualified candidates should send their Applications, CV, Cover Letter and a recent Passport Photograph to: jobs@pgconsultingng.com using the Job position (e.g Intern: Information Technology) as the subject of the mail.",Intern Recruitment at PG Consulting,https://ng.indeed.com/viewjob?jk=ce556112f98ee82d&from=serp&vjs=3,Posted 7 days ago
Lagos,Alpha Mead Group,,,"Alpha Mead Group is a Total Real Estate Solutions Company established to provide robust business support services to local and international Real Estate investors or owners with interests in Facilities Management, Real Estate Development and Advisory, Security Systems and Technologies, Training, Healthcare Management and Real Estate Financing Services.
We are recruiting to fill the position below:

Job Position: Legal Intern
Job Location: Lagos
Employment Type: Full-time
Job Description
Assist in drafting and editing contract documents
Draft court documents, invoices, and enclosures at Legal Manager's requests.
Assist in developing confidentiality agreement
Organise legal memoranda and client correspondence
.
Research documents and publications for details that would establish evidence.
Prepare retainer agreements, contact letters, and various publications and handouts for clients
Prepare motions and interrogatories
Responsible for printing, scanning, photocopying, and overall preparation of legal documents
Partake in meetings on behalf of the Legal unit on the authorization of your line manager
Undertake research and preparation of reports on matter in question to your line manager
Conduct intake interviews to spot legal issues for presentation at case acceptance
Observe and participate in client meetings, trials, mediations, and outreach
Carry out other assignments delegated by the Head, Legal Services.

Qualifications
BL / LLB qualification
0 - 1 year of experience in a legal environment
Lawyers undergoing or recently completed their NYSC will be considered
Sound communication skills
Working with confidential documents and under confidentiality obligations.
Contract formation, preparation, negotiation, review, and drafting skills.
Identifies key risk areas in a contract.
Contract drafting and negotiation.
Proficient in Microsoft Office products including Word, Excel, and PowerPoint.
Good understanding of general and specific Company and commercial law
Good judgment and strong initiative
Strong interpersonal skills and a teamwork-oriented attitude
Proven ability to effectively juggle competing priorities
Strong ability to think strategically, creatively, and innovatively
High professionalism, self-motivation, efficiency, and results-oriented delivery on short timelines
Constant awareness of sensitivity and confidentiality involved in the function",Legal Intern Recruitment at Alpha Mead Group,https://ng.indeed.com/viewjob?jk=86687471503043ea&from=serp&vjs=3,Posted 16 days ago
Lagos,Hayahg Technologies Limited,,,"Logistics Intern
Hayahg Technologies Limited
Supply Chain &amp; Procurement
Hayahg Technologies Limited
Supply Chain &amp; Procurement
Lagos |Full Time
IT &amp; Telecoms |
NGN Less than 75,000
1mo

Job Summary

We are looking for an experienced logistics Intern to manage all aspects of logistics throughout our supply chain. The logistics Intern will be responsible for organizing and providing efficient transportation and storage solutions for the entire lifecycle of our products, from the acquisition of raw materials to final product distribution. A successful logistics Intern should be able to ensure efficient and cost-effective supply chain operations. You should also be able to promptly resolve distribution issues and have strong negotiation skills.

Minimum Qualification: OND
Experience Level: Entry level
Experience Length: No Experience/Less than 1 year
Job Description/Requirements

Responsibilities:
Customer onboarding.
Customer relationship management
Sales follow up
Ensuring the safe and timely pick-up and delivery of shipments.
Target market identification
Social media marketing
Liaising and negotiating with Customers.
Other duties as assigned by the manager
Requirements:
HND/ OND/ BSC required.
Degree in business administration, logistics or related field preferred.
0 - 1 year of experience in logistics management required.
Working knowledge of legal regulations and ISO requirements.
Certification in Logistics, supply chain, or Transportation management is an added advantage.
Excellent communication and negotiation skills.
Proficiency in Microsoft Office and logistics software.
Good management and organizational skills.
Strong problem-solving skills.
Youth Corp members can apply.
Candidates living in Ikeja and its environs are advised to apply.
Salary: NGN 30,000 - 45,000",Logistics Intern,https://ng.indeed.com/viewjob?jk=3a72516f7fca55ec&from=serp&vjs=3,Posted 30+ days ago
Lagos,Silverware Business Technologies,,,"Minimum SSC or equivalent qualification is required
Previous experience in IT or related subjects is NOT requisite
Age must be less than 30years",IT Interns / Trainees,https://ng.indeed.com/viewjob?jk=d76b381970969fe5&from=serp&vjs=3,Posted 30+ days ago
Ikeja,Afrobeats Global,"#70,000 - #100,000 a month",10+,"Position SummaryUnder the supervision of the Operations Manager, the Administrative Manager will be responsible for the day-to-day oversight and coordination of administrative and operational functions including office management, employee business services, procurement, front desk procedures and processes, and overall building management. The Admin Manager will also work closely and direct the affairs of the Interns, Kitchen Staff, Office Assistant as well as the Cleaners. Key Responsibilitieswould also include:Recruitment &amp; OnboardingAttendance and Leave ManagementSalary Processing/PayrollHR Policies and StrategiesEmployee Performance &amp; RetentionGeneral AdministrationRequirementsCandidates should possess a B.Sc Degree with 2 - 3 years work experience.Other Selection Criteria (Skills, Knowledge and Experience):Working mastery of computer programs including Microsoft Word, Power Point and Excel, and familiarity with client management systems.Keen attention to detail.Understanding of the challenges, importance and issues of working within administration.Demonstrated time management and organization skills including ability to multi-task; prioritize, and a willingness to keep up to date on all relevant technology changes undertaking training as required by the position.Natural problem-solver; willing to initiate and lead in unpredictable circumstances.Sharp analytical and critical thinking skills.Demonstrated communication skills with an ability to remain calm under pressure particularly when responding to people who may exhibit difficult behaviours or have poor communication skills.Knowledge of principles and techniques employed in effective office administration and management.Ability to make independent decisions as well as to prepare reports and statements.Job Types: Full-time, PermanentSalary: ₦70,000.00 - ₦100,000.00 per monthEducation:Undergraduate (Preferred)Experience:HUMAN RESOURCES: 2 years (Preferred)Application Deadline: 30/04/2022",HR/FINANCE MANAGER,https://ng.indeed.com/job-description?cmp=Afrobeats-Global&t=Human+Resource+Finance+Manager&jk=8752629c9b5da97c&vjs=3,Posted 21 days ago
Lagos,Sophia ERP Limited,,,"Sophia ERP Limited (SEL) is an Enterprise Solutions Development Organization, on a mission to power MSMEs and Large corporates across sub-Saharan Africa with cost effective and suitable Technology solutions.
We are recruiting to fill the position below:
Job Position: Software Developer - Graduate Internship
Job Location: Lagos
Job Type: Regular
Job Skills and Requirements
Knowledge of HTML 5, CSS 3, JavaScript and bootstrap
Demonstrable Knowledge of any programming language with practical projects
Excellent Communication skills
Candidate must be a fast learner and must be passionate about building and delivering software projects for societal impact
Interested candidates must reside in Lagos; Mainland preferably
.

Note: This is not remote role.",Graduate Intern Software Developer Recruitment at Sophia ERP Limited,https://ng.indeed.com/viewjob?jk=876421af5730ac7e&from=serp&vjs=3,Posted 20 days ago
Lagos,DiversiBoard,"#300,000 - #400,000 a month",10+,"Interested in a full-time, paid, remote 8-12 week internship? Please visit www.diversiboard.comStrong grades. Wide variety of academic subjects accepted - you may be a STEM student, a humanities student or a social science student. We focus on critical thinking skills. Openings in software engineering, computer science, engineering, UX/UI, finance, data science, research and marketingRecently graduated (graduated less than 5 years ago) or are going to be graduating shortlyDiversiBoard wants to hear from you. DiversiBoard works to place highly qualified individuals with companies looking for diverse talent at no cost to the candidates. Please visit www.diversiboard.com to apply.Work EnvironmentInterns will work remotely with teams located in the US (New York, Pittsburgh, San Francisco, Durham, Miami, Atlanta, or Austin), the UK (London or Cambridge), or Canada (Toronto, Waterloo, Vancouver, or Ottawa). Internships will take place over an 8 to 12 week period. Due to these being remote positions, selected candidates will need to maintain a highspeed internet connection for the duration of their internship.Hours may vary based on time differences with overseas teams. Please visit www.diversiboard.comJob Types: Full-time, Part-time, TemporaryContract length: 8 weeksPart-time hours: 40 per weekPay: ₦300,000.00 - ₦400,000.00 per monthCOVID-19 considerations:Positions are largely remote. If in person meetings are required, interns may be required to wear a mask",Intern,https://ng.indeed.com/viewjob?jk=4e07ae0fc8d6eb83&q=intern&l=lagos&from=web&advn=6208489150141368&adid=386239616&ad=-6NYlbfkN0BqahI-svxVI1aazBqZRvUKo2ED3MM6MmZeHgdEZ4fCoeVmc-oTkNrNI_zh85kuvdorpUxbBHerkkDiqyYseBYeTbkFe_uGqo4FyiiJKWcOC5W1uQ_h9FsKMjnTBYeYK_I09AOrmq-jEL9_QnX8pz7gmOf7LqK2gzLLSGmR_DZ6AUaN6aVHM2OhQneftxaWBzdsAdvlBL3knNYHUFXarQI-A-P7Z5HXpHz1gm7ljS8bC3fuBdDAFd9uqIg5W4PLdPkZ7Humj7K2fqBOzZ_94j05tjK3E9enrSlowebgRZWnuFdVZQyHtTXUaDyAlSmLurFVxa_GtDBq5fFE8TU8Hov2mvMmWi2RmMXWf2UDC5prBjUNLvlUGww3&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,Posted 30+ days ago
Lagos,Zhuli Recruiters,,,"Zhuli Recruiters, a recruitment / HR Consulting firm, is recruiting suitable candidates to fill the position below:
Job Position: Graphic Designer Intern
Job Location: Ikeja, Lagos
Employment Type: Internship
Responsibilities
Assist in creating design solutions with high visual impact.
Create and design digital materials
Participate in brainstorming as required
You will be required to work to a brief, develop creative ideas and concepts, and choose the appropriate media and style to meet set objectives.
Responsibility for securing appropriate rights, licenses, and clearances for image usage to avoid copyright infringement.
Support in developing design briefs by gathering information and data through research
. Proofreading and cross-checking facts, spelling, grammar, writing style, design pages, photos, images, etc., to produce accurate and high-quality work.
You will work as part of a team of social media managers and sales colleagues.

Requirements
Interested candidates should possess a Bachelor's Degree / HND / OND qualification with 1 - 2 years of work experience.
A portfolio of illustrations or other graphics to show at the interview
A good background in using Adobe Creative Suite and design software.
Good communication skills
A keen eye for aesthetics and details.
Solid understanding of design principles and practices.

Salary
N25,000 - N30,000 monthly.

Method of Application
Interested and qualified candidates should send their CV / Resumes to: hirezhulirecruiters@gmail.com using the Job position as the subject of the email.",Graphic Designer Intern Recruitment at Zhuli Recruiters,https://ng.indeed.com/viewjob?jk=f23a27791fc54cf2&from=serp&vjs=3,Posted 8 days ago
Lagos,DiversiBoard,"#300,000 - #400,000 a month",10+,"Interested in a full-time, paid, remote 8-12 week internship? Please visit www.diversiboard.comStrong grades. Wide variety of academic subjects accepted - you may be a STEM student, a humanities student or a social science student. We focus on critical thinking skills. Openings in software engineering, computer science, engineering, UX/UI, finance, data science, research and marketingRecently graduated (graduated less than 5 years ago) or are going to be graduating shortlyDiversiBoard wants to hear from you. DiversiBoard works to place highly qualified individuals with companies looking for diverse talent at no cost to the candidates. Please visit www.diversiboard.com to apply.Work EnvironmentInterns will work remotely with teams located in the US (New York, Pittsburgh, San Francisco, Durham, Miami, Atlanta, or Austin), the UK (London or Cambridge), or Canada (Toronto, Waterloo, Vancouver, or Ottawa). Internships will take place over an 8 to 12 week period. Due to these being remote positions, selected candidates will need to maintain a highspeed internet connection for the duration of their internship.Hours may vary based on time differences with overseas teams. Please visit www.diversiboard.comJob Types: Full-time, Part-time, TemporaryContract length: 8 weeksPart-time hours: 40 per weekPay: ₦300,000.00 - ₦400,000.00 per monthCOVID-19 considerations:Positions are largely remote. If in person meetings are required, interns may be required to wear a mask",Intern,https://ng.indeed.com/viewjob?jk=4e07ae0fc8d6eb83&q=intern&l=lagos&from=web&advn=6208489150141368&adid=386239616&ad=-6NYlbfkN0BqahI-svxVI1aazBqZRvUKo2ED3MM6MmZeHgdEZ4fCoeVmc-oTkNrNI_zh85kuvdorpUxbBHerkkDiqyYseBYeTbkFe_uGqo4FyiiJKWcOC5W1uQ_h9FsKMjnTBYeYK_I09AOrmq-jEL9_QnX8pz7gmOf7LqK2gzKXD3qJyrd_DV9tqYZs62IdAikWfkjo8DsHEBpV2C-sMgvynO0njagmf6WqVha_tEZrQnmsXyh6M6xnYsiborogfMeA0e9FJFgsEzmGxxVvliFko612YjOEs6pXxV7V_QrS3VMMU6I6Myf0JIgyP-RYpizcaxFdPtwavyD-396Qpz5P8oAbhHLiT-3_esIbEvL1mQQjZfa6xha4kXjjaaPB&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,Posted 30+ days ago
Lagos,Kennedia Consulting,,,"Kennedia Consulting is a cost-effective professional services firm in West Africa region. We are a company that provide qualitative consulting and outsourcing services to our esteemed clients and have continuously kept ourselves “ahead of the curve”. Our innovative solutions runs across areas of Personnel Outsourcing, Business Process Outsourcing (BPO), Taxation services, Facility Management and Vehicle Management.
We are recruiting to fill the position below:
Job Position: Graphic Designer &amp; Social Media Intern (NYSC)
Job Location: Lekki Phase 1, Lagos
Employment Type: Internship
Job Description
We are recruiting a Corps member that is good in Graphic Design and Social Media management
.

Requirements
Interested candidates should possess an HND / Bachelor's Degree with 0 - 1 year of relevant work experience.
He/She must be good with Photoshop, CorelDraw or any design application.
He/She must have good knowledge of Social media and how it operates
He/She must know how to write good content.

Salary
N50,000 Monthly.
Method of Application
Interested and qualified candidates should send their CV to: john.oyakhilome@kennediaconsulting.net using the Job position as the subject of the mail.
Note: This job is open to Corps members only.",Graphic Designer &amp; Social Media Intern (NYSC) Recruitment at Kennedia Consulting,https://ng.indeed.com/viewjob?jk=65649cae9435451c&from=serp&vjs=3,Posted 14 days ago
Lagos,Arco Worldwide Services Limited,,,"Accounting Intern
Arco Worldwide Services Limited
Accounting, Auditing &amp; Finance
Arco Worldwide Services Limited
Accounting, Auditing &amp; Finance
Lagos |Internship &amp; Graduate
Automotive &amp; Aviation |
NGN 75,000 - 150,000
1mo

Job Summary

We are looking for an intern that will support the accounting department, assist with the day to day financial and accounting activities, learning to track and analyze financial information. Here, you will have the opportunity to learn and gain first-hand experience.

Minimum Qualification: Degree
Experience Level: Volunteer, internship
Experience Length: 2 years
Job Description/Requirements

Job Responsibilities:
Post journal entries
Help with accounts receivable, payable, and bank statement reconciliation
Assist with audits
Collaborate with the finance team on yearly forecasting efforts
Manage monthly tracking of physical inventory
Support the payment processing team
Assist with data entry
VAT Filing
All other activities as assigned by the Department Head
Requirements:
The candidate will be required to possess the following:
Bachelors degree in Accounting
NYSC Certificate
Proficiency in Microsoft Office and Sage Accounting software
Aptitude for mathematics
Basic understanding of financial and accounting principles
Attention to detail
Ability to multitask
Excellent verbal and written communication skills
ACCA/CIMA/ACA qualification will be an added advantage",Accounting Intern,https://ng.indeed.com/viewjob?jk=956c3de208daf818&from=serp&vjs=3,Posted 30+ days ago
Lagos,HT-Limited,,,"HT-Limited is Business Management Consulting firm, offering support in business development, human resources management and administration. HT-Limited is a member of the Chartered Institute of Personnel Management in Nigeria, with offices in Lagos, Nigeria and Accra, Ghana. We provide customized HR consulting solutions for employers looking to reduce risks and overhead costs, so more time can be spent on revenue generating activities.
We are recruiting to fill the position below:
Job Position: Lawyer (Entry-Level)
Job Location: Lagos
Roles &amp; Responsibilities
Help draft and edit the contract templates
Draft various court documents, invoices, and enclosures at attorneys’ requests
.
The legal intern may also conduct client training, perform legal research as needed, and support smaller projects as requested by the Intel lawyers responsible for providing legal support
Assist in putting together a standard form of a confidentiality agreement
Help to organize legal memoranda and client correspondence.
Research for documents and publications for details that would establish evidence.
Proof-read documents and submitted them to attorneys for review.
Produce retainer agreements, contact letters, and various publications and hand-outs for clients
Perform client intake and client interviews
Prepare motions and interrogatories
Conduct intake interviews to spot legal issues for presentation at case acceptance
Observe and participate in client meetings, trials, mediations, and outreach.

Requirements
Bachelor's Degree
0 - 1 year of work experience
Good Communication skill
Good Personality.

Method of Application
Interested and qualified candidates should forward their CV to: lawyer@ht-limitedng.net using the Job position as the subject of the mail.",Entry-Level Lawyer Recruitment at HT-Limited,https://ng.indeed.com/viewjob?jk=c0264a82cde5283b&from=serp&vjs=3,Posted 5 days ago
Lagos,Tosho Woods,,,"Fashion Intern
Tosho Woods
Creative &amp; Design
Tosho Woods
Creative &amp; Design
Lagos |Full Time
Retail, Fashion &amp; FMCG |
NGN Confidential
1mo

Job Summary

Tosha Woods is looking for passionate people who are interested in building a career in the Fashion Industry to express their creativity and talents in Fashion.

Minimum Qualification: Degree
Experience Level: Graduate trainee
Experience Length: No Experience/Less than 1 year
Job Description/Requirements

Candidates will be groomed in such areas as:
Pattern drafting
Fashion design
Fashion illustration
Professional tailoring.
Requirements:
Less than 1 year of experience
Candidates should possess at least basic knowledge of:
Pattern Making skills
Fashion Design skills
Fashion illustration skills
Tailoring skills
Additional Information:
The internship is for 3 months
Practical work is carried out on weekdays
Successful candidates will be required to attend classes on Sundays
Location: Lagos
Salary Information: There will be no stipend, however, you may be entitled to any of the following benefits on completion of the Training
Immediate job placement
Professional development
Access to startup capital after 3 years",Fashion Intern,https://ng.indeed.com/viewjob?jk=680a9b059192c25f&from=serp&vjs=3,Posted 30+ days ago
